8,5,1
8,3,5
2,5,5
2,4,2
2,3,3
1,1,9
0,5,9
0,3,1
0,1,3
6,3,2
7,1,1
6,5,3
6,4,9
5,4,5
4,4,3
3,8,5
3,5,2
3,4,1
3,3,8
3,2,7
3,0,9
1,8,3
1,7,5
1,4,8
1,0,4
0,8,7
0,7,8
0,6,2
0,2,6
0,0,5
8,6,8
5,3,7
5,6,3
8,0,3
5,2,3
5,0,1
8,8,9
8,7,6
8,2,4
8,1,2
7,8,2
7,7,3
7,4,6
7,0,7
5,8,6
5,5,4
4,7,1
4,1,4
