6,5,3
6,3,2
5,2,3
2,3,3
5,0,1
5,6,9
3,6,3
3,2,7
3,0,9
2,5,5
2,4,2
3,5,2
3,4,1
8,5,1
5,4,5
8,3,5
5,3,7
3,3,8
1,7,5
1,4,8
0,7,8
0,3,1
0,0,5
6,4,9
3,8,5
1,1,9
1,0,4
0,6,2
0,5,9
8,0,3
0,1,3
8,2,4
8,8,9
7,1,1
8,7,6
5,8,6
8,6,8
5,5,4
8,1,2
7,8,2
4,7,1
7,7,3
4,4,3
4,1,4
7,4,6
7,0,7
1,8,3
0,8,7
0,2,6
